id,driver_id,grand_prix,race_id,session_date,message_timestamp,transcription,matched_categories
2018_Russian_Grand_Prix_VALBOT01_77_20180930_145955,VALBOT01,2018 Russian Grand Prix,2018_Russian_Grand_Prix,2018-09-30,2018-09-30T12:00:14.396Z,"I was going to go past the next snap. Valtry, it's James. We had a risk with Lewis against Vattel. He has a small blister. I had to do this to make sure we secured this. I understand.",EXIT_TRACTION_REAR|TYRE_GRIP_DEGRADATION
2018_Japanese_Grand_Prix_BREHAR01_28_20181007_133043,BREHAR01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T05:02:18.373Z,"Okay, quite a big queue, just let me know about temperatures. Copy that, we should be okay.",MECHANICAL_OTHER
2018_Japanese_Grand_Prix_BREHAR01_28_20181007_142634,BREHAR01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T05:26:41.848Z,Tires temperature is good for the restart. Tires are good for the restart. We think this should be the last lap. I keep you posted. Copy.,TYRE_GRIP_DEGRADATION|MECHANICAL_OTHER
2018_Japanese_Grand_Prix_DANRIC01_3_20181007_133242,DANRIC01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T05:02:18.373Z,"Front wing, I'm gonna take some off, six clicks down. Okay, understood, so box this lap please, box this lap.",FRONT_TURNIN_BRAKE
2018_Japanese_Grand_Prix_DANRIC01_3_20181007_142429,DANRIC01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T05:25:00.031Z,"Okay, so the debris was from the Magnusson puncture. That's why there's bits of floor and debris around you. The main part of his tyre is on the left hand side going into turn 16. Okay, I see it. And there is still quite a lot of debris. I'm sure you saw the two cars, they drove into the back of each other. So there is some bits of front wing on the right hand side on the pit straight. So stay on the racing line. Stay on the racing line down to turn one. There's debris near the pit line. Don't you remember? Okay, keep your temperature in your tyres.",FRONT_TURNIN_BRAKE|TYRE_GRIP_DEGRADATION|VISIBILITY_TRACK_CONDITION|MECHANICAL_OTHER
2018_Japanese_Grand_Prix_DANRIC01_3_20181007_143243,DANRIC01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T05:32:46.475Z,"Okay, there is possible debris but not confirmed. Turn 16 on the left hand side in braking. Possible debris, unconfirmed. Turn 16.",FRONT_TURNIN_BRAKE|VISIBILITY_TRACK_CONDITION
2018_Japanese_Grand_Prix_DANRIC01_3_20181007_144829,DANRIC01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T05:48:27.862Z,"Okay, Daniel, pace is looking good on this tyre.",TYRE_GRIP_DEGRADATION
2018_Japanese_Grand_Prix_FERALO01_14_20181007_150615,FERALO01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T06:06:28.372Z,"Okay, Fernando. Leclerc, Ericsson, and Sorokin, who all fitted the backup under the safety car, are beginning to fall back. They're struggling. Stroll, who's the car in front of Hartley, is on 12 lap older backups than us. Hartley in front fitted the prime. Okay.",FRONT_TURNIN_BRAKE
2018_Japanese_Grand_Prix_KIMRAI01_7_20181007_144430,KIMRAI01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T05:44:30.503Z,You will have some traffic. Look for signs. Look for signs. It will be in front of you.,FRONT_TURNIN_BRAKE
2018_Japanese_Grand_Prix_KIMRAI01_7_20181007_144602,KIMRAI01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T05:46:04.124Z,"Good job, Kimi. Engine free and K1 available.",MECHANICAL_OTHER
2018_Japanese_Grand_Prix_LANSTR01_18_20181007_150925,LANSTR01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T06:09:36.258Z,"The flat spot feels really bad. Just worried about the tire. Temperature on the front are okay, and vibration of the car are okay, so it's critical but still constant.",FRONT_TURNIN_BRAKE|TYRE_GRIP_DEGRADATION|MECHANICAL_OTHER
2018_Japanese_Grand_Prix_LEWHAM01_44_20181007_134003,LEWHAM01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T05:02:18.373Z,"And Lewis, can you just confirm you're happy with the balance of the tyres for vibrations on this set? They look okay on data? Tyres are good. Tyres are good. Balance wise. We can debrief in the garage. Cool.",TYRE_GRIP_DEGRADATION|MECHANICAL_OTHER
2018_Japanese_Grand_Prix_LEWHAM01_44_20181007_140612,LEWHAM01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T05:06:24.506Z,"Is the track temperature going to be dropping or just staying the same through this race? I imagine it's going to stay fairly consistent throughout, you know, it'll only be a degree or two at the most. Not a lot of cloud cover around to speak of.",MECHANICAL_OTHER
2018_Japanese_Grand_Prix_LEWHAM01_44_20181007_140845,LEWHAM01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T05:09:05.2060324Z,"Have we had front grading here before? Past years? Yes, we have. In terms of the Friday sets, a little bit of light front abrasion, but it was nothing to write home about. I expect with this track temp, problems are going to shift to the rear. I'm assuming me and Vatarin are now at the same wing level. Yes, you are.",EXIT_TRACTION_REAR|FRONT_TURNIN_BRAKE
2018_Japanese_Grand_Prix_LEWHAM01_44_20181007_141726,LEWHAM01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T05:17:28.135Z,So Magnusson has a puncture and he's putting debris around the track. Just keep an eye out for it.,VISIBILITY_TRACK_CONDITION|MECHANICAL_OTHER
2018_Japanese_Grand_Prix_LEWHAM01_44_20181007_141758,LEWHAM01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T05:17:57.547Z,So careful debris in this area.,VISIBILITY_TRACK_CONDITION
2018_Japanese_Grand_Prix_LEWHAM01_44_20181007_154416,LEWHAM01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T06:44:27.272Z,"I hope you guys are not getting bored of this, because I'm definitely not. Never grow tired, Lewis, never grow tired. Yeah, you guys are looking good out there. Yeah, silver arrows in formation. Yeah, what a team.",TYRE_GRIP_DEGRADATION
2018_Japanese_Grand_Prix_MAXVER01_33_20181007_150128,MAXVER01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T06:01:37.236Z,"Let me know if you're happy with tyre energies and stuff. Yeah, just watch the right hand side. The right rear is a little bit warmer than we'd like at this stage, so, right hand side tyre where you can. I'll let you know once it's stabilised.",EXIT_TRACTION_REAR|TYRE_GRIP_DEGRADATION
2018_Japanese_Grand_Prix_MAXVER01_33_20181007_151547,MAXVER01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T06:16:02.998Z,"Okay, mate, so tyre wear in the first in on Supers was very good, no concern on the Super. Yeah, and that was not a nice tyre at all. Understood? The wear life between a soft and a medium is a lot different. There is a small improvement in wear life on the medium.",TYRE_GRIP_DEGRADATION
2018_Japanese_Grand_Prix_MAXVER01_33_20181007_151902,MAXVER01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T06:19:01.75Z,Tire temperatures are stable. They've been very stable over the last five laps.,TYRE_GRIP_DEGRADATION|MECHANICAL_OTHER
2018_Japanese_Grand_Prix_PIEGAS01_10_20181007_141028,PIEGAS01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T05:10:53.9082714Z,"Practice start was on target. The switch that we did are reverting back the engine performance to yesterday. FIA told us. So you need to expect that. Okay? Here, we'll be fine. We said in the race, it counts less. Yeah? Don't worry. I know, it's stupid.",MECHANICAL_OTHER
2018_Japanese_Grand_Prix_ROMGRO01_8_20181007_144149,ROMGRO01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T05:41:48.487Z,"Still overheating is the limit. If you can take any more brake balance forward, do it.",FRONT_TURNIN_BRAKE
2018_Japanese_Grand_Prix_ROMGRO01_8_20181007_154843,ROMGRO01,2018 Japanese Grand Prix,2018_Japanese_Grand_Prix,2018-10-07,2018-10-07T06:49:22.363Z,"Don't know what happened at the beginning of the race, but definitely something strange on the car. Something's wrong, yeah. Yeah, it's a failed suspension, something very strange. Perez, not acceptable. Not acceptable. Okay, man, as far as we can tell, we were positive, but anyway, we'll go through the data later. I understand. When the dash became black, I was plus 0.3. So that's the restart, unless we have a bomb in the software, but that's the restart. He closed a 2.4 second gap within 10 meters. That's not normal. Yep, understood. When the race is over, when everyone's back, we'll go through all the data and get everything straight. Anyway, he did a really good job managing these tires with no information. Really good.",TYRE_GRIP_DEGRADATION
2018_United_States_Grand_Prix_BREHAR01_28_20181021_141025,BREHAR01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T19:12:37.583922Z,"Okay, getting pretty close to the camera front, what's gonna happen guys? It will happen, keep your head down, it will happen, keep your head down.",FRONT_TURNIN_BRAKE
2018_United_States_Grand_Prix_FERALO01_14_20181021_131548,FERALO01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T18:15:45.91Z,"Yeah, I don't know how much damage I have. These guys are impossible to race with. Impossible. Yeah, I see a lot of damage on the right sideboard. So, box this lamp and you check it.",MECHANICAL_OTHER
2018_United_States_Grand_Prix_KIMRAI01_7_20181021_132129,KIMRAI01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T18:21:21.064Z,"It's my right rear, okay? Massive overstay, second electron. We double check him.",EXIT_TRACTION_REAR
2018_United_States_Grand_Prix_KIMRAI01_7_20181021_135343,KIMRAI01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T18:53:40.219Z,"You may have to edit, sir. We are. Yes, I will. And engine free, give me engine free. At the moment, we are targeting Hamilton Base. It's lapping 39.5. I will keep you updated.",MECHANICAL_OTHER
2018_United_States_Grand_Prix_LEWHAM01_44_20181021_131704,LEWHAM01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T18:16:54.065Z,"We have a debris exit to turn nine, so through ten.",VISIBILITY_TRACK_CONDITION
2018_United_States_Grand_Prix_LEWHAM01_44_20181021_141432,LEWHAM01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T19:14:26.477Z,It's left rear abrasion. It's raining a lot at the rear. Rear's running out. Copy.,EXIT_TRACTION_REAR|VISIBILITY_TRACK_CONDITION
2018_United_States_Grand_Prix_LEWHAM01_44_20181021_141606,LEWHAM01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T19:16:08.065Z,"Okay, Lucy, give us feedback on the tyres and a balance check. That's just creating more and more of the rear. It must be blistering. Let's see how this lap is.",EXIT_TRACTION_REAR|TYRE_GRIP_DEGRADATION
2018_United_States_Grand_Prix_LEWHAM01_44_20181021_142257,LEWHAM01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T19:22:50.746Z,So you're on the same tyre as Raikkonen. His is 16 laps older. Raikkonen was a 39.6. 39.6.,TYRE_GRIP_DEGRADATION
2018_United_States_Grand_Prix_LEWHAM01_44_20181021_143228,LEWHAM01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T19:32:17.638Z,I feel like we got the wrong tyre.,TYRE_GRIP_DEGRADATION
2018_United_States_Grand_Prix_LEWHAM01_44_20181021_144218,LEWHAM01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T19:42:12.552Z,The engine toned down. Stand by.,MECHANICAL_OTHER
2018_United_States_Grand_Prix_MAXVER01_33_20181021_133716,MAXVER01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T18:37:07.063Z,Any concern about my engine or something? Negative.,MECHANICAL_OTHER
2018_United_States_Grand_Prix_MAXVER01_33_20181021_134602,MAXVER01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T18:46:07.356Z,"It's only the middle sector to BOTAS. I'm sure you can imagine where that delta is. Yeah, we are missing some ponies there. Can I have another balance update please, Max? All fine, but I'm just struggling with the brakes. They are really not nice.",FRONT_TURNIN_BRAKE
2018_United_States_Grand_Prix_MAXVER01_33_20181021_140149,MAXVER01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T19:01:42.241Z,My paddle went long in that corner. Brakes are really not good. Understood.,FRONT_TURNIN_BRAKE
2018_United_States_Grand_Prix_MAXVER01_33_20181021_141914,MAXVER01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T19:19:07.5897033Z,"Okay, info. Hamilton suffered with severe blisters and he's pissing again. He will fall behind us.",TYRE_GRIP_DEGRADATION
2018_United_States_Grand_Prix_MAXVER01_33_20181021_142822,MAXVER01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T19:28:14.496Z,"Okay Max, you can reduce liftoff by 15 metres into each of the braking zones please.",FRONT_TURNIN_BRAKE
2018_United_States_Grand_Prix_MAXVER01_33_20181021_145313,MAXVER01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T19:53:40.297Z,"Max, that's P2, mate. How about that? A bit unexpected, starting 18th. Good race. But, Max, that was a very, very mature drive. Fantastic. Really, really well done. Great job. You did a mega job with those tires, mate, to get them that far. Nobody else could do that today. So, well, John, enjoy the podium in your cowboy suit. I will. Yeah, Max, that is the longest sit of anyone on the Supers 34 laps Really really excellent job looking after that time Honestly mate can't commend you enough for that awesome",TYRE_GRIP_DEGRADATION
2018_United_States_Grand_Prix_SEBVET01_5_20181021_132604,SEBVET01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T18:25:53.158Z,Currently P9 racing Ocon in front.,FRONT_TURNIN_BRAKE
2018_United_States_Grand_Prix_SEBVET01_5_20181021_140551,SEBVET01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T19:05:48.7021931Z,Degradation seems low on the time. Emetal started off in a 38.8 and is now on a 39.1 after 16 laps.,TYRE_GRIP_DEGRADATION
2018_United_States_Grand_Prix_SEBVET01_5_20181021_142602,SEBVET01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T19:25:57.109Z,And we do see some blisters also on BOTUS. We believe he's trying to go to the end. BOTUS 3.6 in front. I get that.,FRONT_TURNIN_BRAKE|TYRE_GRIP_DEGRADATION
2018_United_States_Grand_Prix_SEBVET01_5_20181021_143619,SEBVET01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T19:36:07.4067955Z,"Can go engine one till the end, engine one till the end.",MECHANICAL_OTHER
2018_United_States_Grand_Prix_SEBVET01_5_20181021_144326,SEBVET01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T19:43:16.191Z,"You are saved with the temperature, you can post till the end. Engine 1.",MECHANICAL_OTHER
2018_United_States_Grand_Prix_SEBVET01_5_20181021_144728,SEBVET01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T19:47:20.895Z,"Last lap, last lap. Hamilton is 16 in front. Hamilton, P3.",FRONT_TURNIN_BRAKE
2018_United_States_Grand_Prix_SERPER01_11_20181021_132201,SERPER01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T18:21:54.3945227Z,"Check a rear tyre temperature is coming up. It's getting on the high side, rear tyre temperature.",EXIT_TRACTION_REAR|TYRE_GRIP_DEGRADATION|MECHANICAL_OTHER
2018_United_States_Grand_Prix_SERPER01_11_20181021_132921,SERPER01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T18:29:15.81Z,"Debris on the back straight. As the car stopped after turn 11, there's yellow flags where you're coming into now. Yellows there now.",VISIBILITY_TRACK_CONDITION
2018_United_States_Grand_Prix_SERPER01_11_20181021_133034,SERPER01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T18:30:26.1408432Z,"Tyres look on the edge, tyres look on the edge, but give us your comments and on aerobalance.",TYRE_GRIP_DEGRADATION
2018_United_States_Grand_Prix_SERPER01_11_20181021_134126,SERPER01,2018 United States Grand Prix,2018_United_States_Grand_Prix,2018-10-21,2018-10-21T18:41:23.414Z,"I just want to push hard. He's holding me up a good half a second. Understood, understood. Just be careful with fronts, be careful with fronts.",FRONT_TURNIN_BRAKE
2018_Mexican_Grand_Prix_DANRIC01_3_20181028_123530,DANRIC01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T18:45:20.981Z,"I just locked the front, it's all good. Yeah, I'm split.",FRONT_TURNIN_BRAKE
2018_Mexican_Grand_Prix_DANRIC01_3_20181028_132605,DANRIC01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:26:15.703Z,Hamilton maybe struggling a little bit with front graining. Bit of front graining for Hamilton.,FRONT_TURNIN_BRAKE|TYRE_GRIP_DEGRADATION
2018_Mexican_Grand_Prix_DANRIC01_3_20181028_134419,DANRIC01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:44:31.102Z,"Okay, so Hamilton not very happy on his tyres. So let's just keep a watch in distance and have a look. Understood.",TYRE_GRIP_DEGRADATION
2018_Mexican_Grand_Prix_DANRIC01_3_20181028_134652,DANRIC01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:46:59.102Z,"Yeah, I could feel a bit of front left again.",FRONT_TURNIN_BRAKE
2018_Mexican_Grand_Prix_DANRIC01_3_20181028_134758,DANRIC01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:48:09.887Z,"Okay, so there are three cars that started on Supers that went through a bit of graining but it looks like they recovered a little bit after 20-25 laps.",TYRE_GRIP_DEGRADATION
2018_Mexican_Grand_Prix_DANRIC01_3_20181028_140206,DANRIC01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T20:02:14.584Z,"Okay mate, I know we've got f***ing over there, just remember you need to keep looking after that left front. That is the main aim.",FRONT_TURNIN_BRAKE
2018_Mexican_Grand_Prix_DANRIC01_3_20181028_141419,DANRIC01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T20:14:26.102Z,"Okay, Hamilton struggling with vibrations. His left front is angry.",FRONT_TURNIN_BRAKE|MECHANICAL_OTHER
2018_Mexican_Grand_Prix_ESTOCO01_31_20181028_132006,ESTOCO01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:20:19.4546844Z,"I have damaged front wing. Keep going and we'll see what it's like. So you will be pitting, Esteban. You will be pitting. You have half the front wing missing. You will be pitting.",FRONT_TURNIN_BRAKE|MECHANICAL_OTHER
2018_Mexican_Grand_Prix_FERALO01_14_20181028_132243,FERALO01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:23:19.22Z,"I hit a front wind from a cone in 10-4. Maybe it's okay. Understood, we have checked the data, everything looks okay. Okay, Fernando, we need to stop the car, we need to stop the car. Pull over to one side in a safe place, please. Okay, stop. Sure? Standby? Yes, we're definitely sure. Pull over to one side. And once you stop, P1, pause, and P0. Sorry, mate, I'll explain in a minute. Okay, P0.",FRONT_TURNIN_BRAKE
2018_Mexican_Grand_Prix_LEWHAM01_44_20181028_124026,LEWHAM01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T18:45:20.981Z,"The car is sliding around a lot. These rear tyres don't feel like they're either working or just. The car felt like it's flexing quite a lot through the first turn three. There's just a lot of sliding on the rear. Okay, copy Lewis. Yeah, looks like the track's in a fairly dirty condition. We'll have a chat how the car.",EXIT_TRACTION_REAR|TYRE_GRIP_DEGRADATION
2018_Mexican_Grand_Prix_LEWHAM01_44_20181028_132152,LEWHAM01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:21:58.619Z,Bounce is okay. A little bit of sliding on the rear.,EXIT_TRACTION_REAR
2018_Mexican_Grand_Prix_LEWHAM01_44_20181028_132341,LEWHAM01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:23:48.098Z,The tyres are quite fragile.,TYRE_GRIP_DEGRADATION
2018_Mexican_Grand_Prix_LEWHAM01_44_20181028_134259,LEWHAM01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:43:05.473Z,This tire doesn't feel great.,TYRE_GRIP_DEGRADATION
2018_Mexican_Grand_Prix_LEWHAM01_44_20181028_134533,LEWHAM01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:45:40.563Z,"The front is opening a little bit. Okay, copy.",FRONT_TURNIN_BRAKE
2018_Mexican_Grand_Prix_LEWHAM01_44_20181028_134853,LEWHAM01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:49:06.063Z,"My left front is opening up. So, the tyre appearance looks similar to others around us. So, we'll update you in about 10 laps time if the plan changes.",FRONT_TURNIN_BRAKE|TYRE_GRIP_DEGRADATION
2018_Mexican_Grand_Prix_LEWHAM01_44_20181028_141147,LEWHAM01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T20:12:23.049Z,"And Ricciardo at 21.7. Gap is at 4.4. How's it gone from 6 seconds to 4.4? Ricciardo's pace is picking up, so the fronts may have cleaned on his car. We have reports of debris between turns 3 and 4. And Ricciardo at 20.7. Gap at 3.2. You're either giving me the wrong times, man. I just did 21.8. How can you gain a second in that lap? Ricciardo at 20.8.",FRONT_TURNIN_BRAKE|VISIBILITY_TRACK_CONDITION
2018_Mexican_Grand_Prix_LEWHAM01_44_20181028_141427,LEWHAM01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T20:14:40.965Z,"Big vibrator. Yeah, copy that, Lewis. We're monitoring the vibrations. Is anyone else struggling like this? I think it's just you and Valtry, Lewis, that are struggling.",MECHANICAL_OTHER
2018_Mexican_Grand_Prix_LEWHAM01_44_20181028_141828,LEWHAM01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T20:18:38.279Z,"Nothing left guys, these tyres are dead. Copy Lewis, we're looking at the options. So box box box box.",TYRE_GRIP_DEGRADATION
2018_Mexican_Grand_Prix_MAXVER01_33_20181028_135148,MAXVER01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:51:59.102Z,"Okay, Max. So again, settle down, look after the tyres, there's a lot of troubles behind.",TYRE_GRIP_DEGRADATION
2018_Mexican_Grand_Prix_MAXVER01_33_20181028_143914,MAXVER01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T20:39:22.938Z,"Yeah, check my engine if we need to turn it on turn it on",MECHANICAL_OTHER
2018_Mexican_Grand_Prix_MAXVER01_33_20181028_144148,MAXVER01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T20:41:54.797Z,"Yeah, I have massive brake pulling. I need to warm them up. Understood.",FRONT_TURNIN_BRAKE
2018_Mexican_Grand_Prix_ROMGRO01_8_20181028_132126,ROMGRO01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:21:49.883Z,"Williams just drove into me in the straight. I think he clipped my front wing. Okay, understood. We'll check the data. From what we have right now, front wing looks okay. How's the balance? I don't know, there's traffic everywhere. But I was very dangerous. He just drove into me. Understood. We have reported it.",FRONT_TURNIN_BRAKE
2018_Mexican_Grand_Prix_ROMGRO01_8_20181028_132228,ROMGRO01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:22:39.888Z,"Man, they're driving everywhere, it's a mess. Copy that, copy. The torso just pushed me wide and then changed direction on the braking.",FRONT_TURNIN_BRAKE
2018_Mexican_Grand_Prix_ROMGRO01_8_20181028_133025,ROMGRO01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:30:44.102Z,"If he could stop moving back to the right and to turn forward, that would help me a lot because I can't attack because he's just moving back on the racing line. I know my front wing is next to him, but if I'm going for it, I'm just going to crash into him. Understood, understood.",FRONT_TURNIN_BRAKE
2018_Mexican_Grand_Prix_SEBVET01_5_20181028_133157,SEBVET01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:32:09.056Z,"Tires are going off a bit, but we try to hang it there. Understood. Copy that.",TYRE_GRIP_DEGRADATION
2018_Mexican_Grand_Prix_SEBVET01_5_20181028_134233,SEBVET01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:42:46.629Z,"What did you do with the front wing? As discussed, as discussed. Come back with tile switch as well. We believe everybody are going to the end.",FRONT_TURNIN_BRAKE
2018_Mexican_Grand_Prix_SEBVET01_5_20181028_141443,SEBVET01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T20:14:53.466Z,"Let us know for tire status we are... Yes, mostly vibrations. Okay, understood.",TYRE_GRIP_DEGRADATION|MECHANICAL_OTHER
2018_Mexican_Grand_Prix_SEBVET01_5_20181028_144118,SEBVET01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T20:41:31.099Z,"Smoke coming from his car. Copy that, copy that. Yeah, big time, so watch out for the referee truck. Yeah, this is engine.",MECHANICAL_OTHER
2018_Mexican_Grand_Prix_SERPER01_11_20181028_141014,SERPER01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T20:10:20.914Z,"I have no brake. It's very long, very very long.",FRONT_TURNIN_BRAKE
2018_Mexican_Grand_Prix_STOVAN01_2_20181028_134308,STOVAN01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:43:18.911Z,You can use scenario 3 if it'll give you an opportunity. Switch to scenario 3 before turn 12 if it will give you an opportunity. Tyres look good.,TYRE_GRIP_DEGRADATION
2018_Mexican_Grand_Prix_VALBOT01_77_20181028_133702,VALBOT01,2018 Mexican Grand Prix,2018_Mexican_Grand_Prix,2018-10-28,2018-10-28T19:37:19.305Z,"I don't know if I lost something in the contact. I found that the car was terrible, sliding a lot. So, at the time we checked because we thought there was maybe slight contact, but couldn't see any damage on the aero sensors.",EXIT_TRACTION_REAR|MECHANICAL_OTHER
2018_Brazilian_Grand_Prix_BREHAR01_28_20181111_151934,BREHAR01,2018 Brazilian Grand Prix,2018_Brazilian_Grand_Prix,2018-11-11,2018-11-11T17:19:38.256Z,"Please check for puncture, puncture. All okay so far, all okay so far. Okay, on the sanctuary, perfect. Copy that, all okay on data. Copy that, we keep checking.",MECHANICAL_OTHER
2018_Brazilian_Grand_Prix_CHALEC01_16_20181111_150149,CHALEC01,2018 Brazilian Grand Prix,2018_Brazilian_Grand_Prix,2018-11-11,2018-11-11T17:01:47.2036014Z,Still no rain in the next 15-20 minutes.,VISIBILITY_TRACK_CONDITION
2018_Brazilian_Grand_Prix_DANRIC01_3_20181111_153526,DANRIC01,2018 Brazilian Grand Prix,2018_Brazilian_Grand_Prix,2018-11-11,2018-11-11T17:35:24.6650043Z,"Okay, my tires are fine. Understood, mate.",TYRE_GRIP_DEGRADATION
